index,string,shingles
3889,AcdDFFfHiJkkKKlNNOOPPQrRrrSsSSSTTuWwWWWxy,"JkkK,SSTT,WwWW,FfHi,wWWW,kKKl,WWWx,TuWw,AcdD,FFfH,iJkk,lNNO,OOPP,SSST,dDFF,rSsS,sSSS,STTu,fHiJ,TTuW,PQrR,rRrr,KKlN,NOOP,PPQr,KlNN,SsSS,WWxy,rrSs,OPPQ,uWwW,DFFf,kkKK,QrRr,cdDF,NNOO,RrrS,HiJk"
3890,AabCcCDeeeeEEFfiijjjKKkNooOpPpRSsstuVvvWWXXyYYzz,"jKKk,eeeE,kNoo,EFfi,NooO,WXXy,EEFf,uVvv,CcCD,oOpP,Ffii,ijjj,OpPp,AabC,yYYz,jjKK,VvvW,pPpR,PpRS,YYzz,abCc,KkNo,XXyY,cCDe,stuV,RSss,Deee,vvWW,eEEF,Ssst,WWXX,fiij,KKkN,jjjK,pRSs,tuVv,sstu,XyYY,ooOp,bCcC,CDee,vWWX,eeEE,iijj,eeee"
3891,abcCDEFfGGhhhHIIjjLlmmmopQrUWWXXYYZ,"mmop,UWWX,GGhh,mmmo,abcC,hhhH,opQr,hhHI,IIjj,XXYY,Ghhh,lmmm,CDEF,fGGh,pQrU,bcCD,mopQ,XYYZ,IjjL,jjLl,cCDE,WXXY,HIIj,FfGG,EFfG,WWXX,jLlm,Llmm,QrUW,hHII,DEFf,rUWW"
3892,BcCDegHIjKkKLMmNNnpqRsssSStUvwXxYyzzzz,"MmNN,yzzz,UvwX,KLMm,pqRs,IjKk,sSSt,SStU,gHIj,npqR,tUvw,XxYy,Nnpq,egHI,qRss,ssSS,NNnp,CDeg,vwXx,HIjK,KkKL,mNNn,sssS,cCDe,LMmN,jKkK,kKLM,xYyz,Yyzz,wXxY,zzzz,BcCD,Rsss,StUv,DegH"
3893,AABbbCdEGGHIikkkmmNnnnNopPqqRrsTvvXy,"BbbC,dEGG,CdEG,bCdE,kkkm,NopP,nNop,nnNo,PqqR,EGGH,mmNn,mNnn,HIik,bbCd,qqRr,RrsT,GHIi,opPq,AABb,Iikk,ikkk,TvvX,qRrs,nnnN,pPqq,kkmm,ABbb,vvXy,sTvv,rsTv,GGHI,kmmN,Nnnn"
3894,AAABCDdefggGghIIKlllNOopqqRsTTTvxY,"CDde,lNOo,llNO,TTvx,AAAB,TTTv,hIIK,efgg,opqq,qqRs,sTTT,defg,IKll,pqqR,ABCD,Oopq,Ddef,lllN,ggGg,IIKl,NOop,qRsT,fggG,RsTT,ghII,BCDd,TvxY,GghI,AABC,Klll,gGgh"
3895,aaABBcCCdddEEeFgGhhHIikKLNosStuVXxXYyyz,"hHIi,LNos,gGhh,aABB,EeFg,ddEE,KLNo,GhhH,hhHI,tuVX,IikK,cCCd,BBcC,dddE,xXYy,XYyy,dEEe,HIik,aaAB,Cddd,FgGh,StuV,osSt,BcCC,eFgG,uVXx,ABBc,sStu,VXxX,kKLN,EEeF,ikKL,CCdd,Yyyz,XxXY,NosS"
3896,abBcEhIijkllMnnNnOoPrRSSTTUvWxYyYYz,"NnOo,rRSS,SSTT,TUvW,lMnn,STTU,yYYz,abBc,Iijk,TTUv,llMn,YyYY,nNnO,MnnN,vWxY,EhIi,cEhI,ijkl,jkll,xYyY,WxYy,nnNn,hIij,nOoP,bBcE,BcEh,RSST,UvWx,PrRS,oPrR,OoPr,kllM"
3897,aAaBCdDdEEeEeGGgGHHIijLMMMNNooPPQQQQRrSSSvVVVWWwWXyyyYyYYYzzz,"yyyY,WXyy,yYYY,eEeG,aBCd,SSvV,GHHI,SvVV,vVVV,VVWW,MMMN,yYyY,DdEE,RrSS,EeGG,wWXy,EEeE,BCdD,YYYz,NooP,eGGg,rSSS,yyYy,IijL,QQQQ,dDdE,dEEe,YyYY,VWWw,YYzz,oPPQ,AaBC,CdDd,MNNo,ijLM,aAaB,GGgG,WwWX,ooPP,HIij,PQQQ,HHIi,QQQR,WWwW,jLMM,LMMM,Xyyy,GgGH,QRrS,EeEe,MMNN,NNoo,PPQQ,SSSv,gGHH,Yzzz,QQRr,VVVW"
3898,AAAbBccCdDDFFFFghhhHhIiIjJJKllllLMMNnnnnNooOPPqqqQqRSsssUVvWWwzz,"vWWw,dDDF,cCdD,DFFF,VvWW,IjJJ,HhIi,NooO,hhhH,Wwzz,JJKl,ooOP,lllL,IiIj,QqRS,qRSs,nnNo,bBcc,FFgh,ccCd,OPPq,AbBc,qqqQ,hhHh,llll,UVvW,JKll,llLM,Nnnn,sssU,oOPP,Pqqq,hHhI,hIiI,RSss,Fghh,nnnn,WWwz,qqQq,Ssss,AAAb,FFFF,nnnN,BccC,PPqq,ssUV,sUVv,MMNn,lLMM,qQqR,FFFg,ghhh,iIjJ,DDFF,nNoo,CdDD,jJJK,Klll,LMMN,MNnn,AAbB"
3899,BccCdDDdeeEGHiJLlLmoOqqRrSUuvWYz,"lLmo,cCdD,DDde,Ddee,LmoO,moOq,GHiJ,ccCd,RrSU,UuvW,LlLm,iJLl,qqRr,rSUu,dDDd,OqqR,JLlL,eeEG,EGHi,BccC,eEGH,uvWY,oOqq,qRrS,CdDD,deeE,SUuv,vWYz,HiJL"
3900,aAbbbcCccdEeEEeFfgggiIjkllMoPpPqQrsSttUuuvVwxxXxXz,"gggi,Ijkl,PpPq,uuvV,cdEe,eEEe,pPqQ,XxXz,oPpP,rsSt,wxxX,Ffgg,QrsS,qQrs,sStt,SttU,dEeE,fggg,Vwxx,xXxX,Cccd,giIj,aAbb,uvVw,jkll,bbcC,bcCc,Abbb,eFfg,PqQr,ttUu,tUuu,vVwx,EeFf,ccdE,cCcc,EEeF,iIjk,bbbc,EeEE,lMoP,xxXx,MoPp,kllM,llMo,Uuuv,ggiI"
3901,AaAAcdDddDeFfggHiJjJKLLMmNNorRtTuuuVWxxXYz,"MmNN,orRt,KLLM,mNNo,xXYz,HiJj,AaAA,tTuu,ggHi,RtTu,aAAc,ddDe,gHiJ,AcdD,NNor,Ffgg,rRtT,cdDd,jJKL,dDdd,VWxx,uuuV,xxXY,uuVW,LLMm,DeFf,JKLL,LMmN,WxxX,eFfg,AAcd,dDeF,fggH,JjJK,DddD,uVWx,iJjJ,Tuuu,NorR"
3902,bCddeehHHiIiJkKKLLmmnNpQRssssuvVWWWXxzz,"deeh,bCdd,suvV,LLmm,ehHH,Xxzz,JkKK,WWXx,KLLm,nNpQ,ssss,NpQR,QRss,WXxz,ssuv,mmnN,Cdde,HHiI,WWWX,iIiJ,KKLL,Lmmn,pQRs,VWWW,sssu,IiJk,uvVW,HiIi,vVWW,eehH,Rsss,mnNp,hHHi,kKKL,iJkK,ddee"
3903,aAbdddDDDEeEefGGghIijkKKKLLMmnNpPqRrrRrSsStttUxxYy,"KLLM,ijkK,RrSs,DEeE,Abdd,ttUx,UxxY,EefG,Sttt,nNpP,Iijk,PqRr,rSsS,sStt,efGG,LMmn,LLMm,pPqR,SsSt,eEef,kKKK,RrrR,rrRr,aAbd,rRrS,KKLL,jkKK,hIij,ddDD,DDEe,dddD,tttU,bddd,KKKL,qRrr,mnNp,tUxx,EeEe,GGgh,GghI,xxYy,MmnN,dDDD,fGGg,ghIi,NpPq,DDDE"
3904,aAABcCdddGgGHhhhhhiIiJJkKlMMMnooOpqqqRrRssSsttuVvvWWWXxxxYYyYYZ,"xxxY,aAAB,MMno,dddG,gGHh,MMMn,KlMM,AABc,uVvv,ABcC,iJJk,vWWW,YYyY,ttuV,nooO,WWXx,ssSs,hhhh,sSst,hhhi,VvvW,hhiI,sttu,BcCd,ddGg,JJkK,xxYY,YyYY,GHhh,qqRr,qRrR,Cddd,dGgG,Mnoo,WWWX,kKlM,iIiJ,cCdd,hiIi,vvWW,qqqR,pqqq,IiJJ,WXxx,lMMM,JkKl,Sstt,oOpq,xYYy,tuVv,GgGH,RrRs,Opqq,ooOp,rRss,Hhhh,yYYZ,Xxxx,RssS"
3905,AbcCDFffggGhhhHHiIiIJJjJKkLmpQQQQQrRrrsTttuuuUvWWxxXxYzzZZ,"AbcC,QQQr,rsTt,gGhh,Tttu,IJJj,cCDF,ttuu,hhhH,iIJJ,uuuU,XxYz,hhHH,rrsT,pQQQ,zzZZ,jJKk,Ghhh,LmpQ,QQrR,uuUv,QQQQ,vWWx,JKkL,tuuu,YzzZ,HHiI,Fffg,rRrr,JJjJ,xXxY,bcCD,sTtt,UvWW,WWxx,iIiI,WxxX,fggG,mpQQ,HiIi,KkLm,uUvW,CDFf,Rrrs,xYzz,JjJK,QrRr,hHHi,xxXx,DFff,IiIJ,ffgg,kLmp,ggGh"
3906,AAaACcceEfGGGHhIiKkklllLNnNoQqStTTuVvVwXyyZz,"StTT,ceEf,GGHh,HhIi,XyyZ,QqSt,qStT,VwXy,fGGG,yyZz,hIiK,lllL,vVwX,TTuV,AAaA,TuVv,GHhI,oQqS,AaAC,cceE,aACc,lLNn,Ccce,nNoQ,VvVw,Kkkl,llLN,kkll,EfGG,tTTu,LNnN,eEfG,NoQq,uVvV,NnNo,IiKk,iKkk,wXyy,GGGH,ACcc,klll"
3907,AaaABBcEffhhhjJKkkKmmmMmNNnOooPPQRRttUuvVvWxyyz,"fhhh,MmNN,hjJK,KkkK,NnOo,OooP,nOoo,QRRt,aABB,RRtt,UuvV,vVvW,BBcE,hhhj,Effh,VvWx,PPQR,tUuv,mmMm,hhjJ,jJKk,mMmN,JKkk,oPPQ,aaAB,Kmmm,kkKm,kKmm,mNNn,NNnO,mmmM,RttU,ffhh,ooPP,ttUu,Wxyy,PQRR,ABBc,AaaA,BcEf,uvVv,cEff,vWxy,xyyz"
3908,bcDDdEFffHijkLlMMnoopPrRRsstTuuUuuUUuUvWWWZzz,"uUuu,MMno,UUuU,DDdE,EFff,noop,tTuu,vWWW,UuuU,oopP,kLlM,dEFf,ijkL,WWWZ,PrRR,Mnoo,rRRs,UvWW,lMMn,Hijk,opPr,fHij,uUUu,UuUv,ffHi,DdEF,TuuU,uuUU,sstT,uUvW,stTu,bcDD,LlMM,FffH,RRss,cDDd,pPrR,jkLl,Rsst,uuUu,WWZz,WZzz"
3909,AAbbcDDEGHiiJJjkKlLlLlmMmmnPQqQrRRSTUVvvvVWwwwxxxxXxxXyZZz,"KlLl,LlLl,XyZZ,iiJJ,jkKl,VWww,qQrR,nPQq,xXxx,RRST,QqQr,vvVW,HiiJ,Abbc,RSTU,kKlL,yZZz,iJJj,wwxx,xxxx,XxxX,mMmm,mmnP,QrRR,JJjk,UVvv,lLlL,Vvvv,vVWw,DDEG,LlmM,JjkK,AAbb,GHii,TUVv,DEGH,vvvV,Wwww,wwwx,EGHi,rRRS,bbcD,xXyZ,bcDD,wxxx,Mmmn,cDDE,lmMm,STUV,PQqQ,xxxX,xxXx,xxXy,lLlm,mnPQ"
3910,AcDdDffffIjJJKlLLMNnNooOQQrrSTWYyy,"MNnN,IjJJ,NooO,JJKl,oOQQ,ooOQ,dDff,fIjJ,JKlL,cDdD,STWY,TWYy,LLMN,OQQr,LMNn,Dfff,rSTW,fffI,AcDd,QQrr,DdDf,WYyy,ffff,ffIj,lLLM,NnNo,QrrS,KlLL,nNoo,jJJK,rrST"
3911,abcCfggHIIiijjJlLMnppqrSsTUuUvVxXYyZ,"TUuU,VxXY,abcC,LMnp,Iiij,qrSs,pqrS,gHII,xXYy,bcCf,SsTU,sTUu,rSsT,nppq,uUvV,jjJl,UvVx,JlLM,UuUv,XYyZ,Cfgg,HIIi,vVxX,lLMn,Mnpp,cCfg,fggH,jJlL,ppqr,iijj,IIii,ggHI,ijjJ"
3912,ABBCccDfGhhiIiIJKKKLmMnopPrSTvvXXXzZ,"STvv,LmMn,nopP,XXzZ,cDfG,PrST,vvXX,pPrS,hhiI,DfGh,Ghhi,ABBC,JKKK,fGhh,IJKK,KLmM,mMno,hiIi,iIiI,opPr,rSTv,TvvX,BBCc,XXXz,ccDf,KKKL,iIJK,CccD,Mnop,vXXX,KKLm,IiIJ,BCcc"
3913,bbCceegIiLllmmoppQrsSstTtVvWWWXxz,"mmop,SstT,VvWW,tTtV,llmm,gIiL,mopp,vWWW,rsSs,WWXx,sSst,ceeg,pQrs,QrsS,WXxz,eegI,TtVv,Ccee,WWWX,stTt,ppQr,egIi,oppQ,lmmo,bCce,tVvW,IiLl,bbCc,iLll,Lllm"
3914,bBbCDdeGGHIJLlnoPPQQRSSTuuwxxXYyYYZZ,"CDde,HIJL,SSTu,Tuuw,STuu,YYZZ,bCDd,GHIJ,BbCD,wxxX,xXYy,uwxx,YyYY,lnoP,xxXY,oPPQ,noPP,QRSS,deGG,uuwx,eGGH,JLln,IJLl,RSST,bBbC,GGHI,PPQQ,XYyY,yYYZ,Llno,DdeG,QQRS,PQQR"
3915,aaAAACcCCEeFgGHhHIijJJKllLMnNNOoQqrsstTTUuwwWxYY,"wwWx,hHIi,EeFg,gGHh,WxYY,JJKl,wWxY,qrss,oQqr,aaAA,AACc,GHhH,ijJJ,TUuw,cCCE,FgGH,IijJ,LMnN,tTTU,JKll,llLM,NNOo,OoQq,rsst,Uuww,uwwW,MnNN,nNNO,Qqrs,ACcC,CCEe,HIij,eFgG,KllL,CcCC,sstT,CEeF,aAAA,lLMn,NOoQ,stTT,HhHI,TTUu,jJJK,AAAC"
3916,aAaAAbCddFFgGHhIIjjJkNNoOopPQRstuvvvWWxyYZzZ,"opPQ,bCdd,oOop,gGHh,JkNN,ddFF,Rstu,AaAA,WxyY,IIjj,pPQR,GHhI,aAaA,xyYZ,QRst,NNoO,FgGH,NoOo,jjJk,vWWx,tuvv,yYZz,jJkN,kNNo,YZzZ,dFFg,IjjJ,aAAb,vvWW,hIIj,WWxy,uvvv,AbCd,OopP,HhII,AAbC,vvvW,FFgG,PQRs,stuv,CddF"
3917,abcCddeIjkLlLmNnNoPpQQQRStTUvWWyyZ,"TUvW,RStT,abcC,bcCd,WyyZ,kLlL,NoPp,eIjk,oPpQ,WWyy,LlLm,pQQQ,QRSt,tTUv,vWWy,LmNn,Cdde,nNoP,mNnN,lLmN,cCdd,UvWW,QQQR,NnNo,deIj,IjkL,StTU,jkLl,PpQQ,ddeI,QQRS"
3918,AaABbbCcDdEeEffFfFfGGhIiIIjjJjKLmMMMnOpqqrRRsTtUUuVVVvVwXYYzzZ,"FfFf,BbbC,XYYz,LmMM,fFfG,uVVV,IiII,bCcD,MMMn,RRsT,VVVv,EeEf,eEff,wXYY,DdEe,vVwX,jKLm,IIjj,nOpq,JjKL,VVvV,UUuV,UuVV,AaAB,YYzz,dEeE,fGGh,RsTt,tUUu,GhIi,MMnO,VvVw,YzzZ,KLmM,EffF,MnOp,IjjJ,jjJj,hIiI,rRRs,VwXY,sTtU,aABb,ffFf,FfGG,qrRR,TtUU,jJjK,mMMM,pqqr,iIIj,fFfF,CcDd,ABbb,GGhI,Opqq,qqrR,cDdE,bbCc"
3919,AaAabbBcCcdDEEfFFFfGghHHijjklLmMNnnOOooopqqqrSSStTuVvVvvvVWxyYzZ,"Aabb,StTu,abbB,ijjk,mMNn,SSSt,aAab,FFfG,ooop,WxyY,LmMN,vVvv,TuVv,CcdD,cCcd,qqrS,vvVW,dDEE,opqq,tTuV,EfFF,cdDE,DEEf,qrSS,rSSS,Oooo,SStT,jklL,VWxy,fGgh,OOoo,FFFf,lLmM,klLm,EEfF,FfGg,fFFF,Vvvv,HHij,ghHH,jjkl,pqqq,vvvV,nOOo,xyYz,uVvV,Hijj,VvVv,hHHi,oopq,vVWx,bBcC,GghH,MNnn,nnOO,AaAa,BcCc,yYzZ,NnnO,qqqr,bbBc"
3920,CCCCdeeFfgHiIJKLlLNnNPPPPqqQRRrssTUuvwWWWWXyYyyZ,"ssTU,wWWW,Uuvw,QRRr,LlLN,WWXy,Rrss,Cdee,gHiI,fgHi,qqQR,deeF,HiIJ,NnNP,lLNn,PPPP,qQRR,RRrs,sTUu,vwWW,YyyZ,XyYy,WWWX,WXyY,CCCd,KLlL,LNnN,nNPP,eFfg,FfgH,yYyy,TUuv,rssT,PPqq,JKLl,uvwW,CCCC,iIJK,IJKL,WWWW,eeFf,CCde,PqqQ,NPPP,PPPq"
3921,AABbccceEggHhhHhijJKKlLMoPrRTUvvyz,"jJKK,LMoP,ggHh,ccce,EggH,TUvv,KKlL,cceE,eEgg,hhHh,lLMo,Bbcc,ceEg,Uvvy,ABbc,gHhh,RTUv,vvyz,AABb,bccc,rRTU,hijJ,HhhH,hHhi,MoPr,oPrR,PrRT,Hhij,JKKl,KlLM,ijJK"
3922,BcDDeEeEFgghiIjJjjjkKLlMNNOooOoppPPQrRRTtuUuUVVvVVwwWXYYyYz,"LlMN,Jjjj,oOop,NOoo,gghi,jjjk,jjkK,vVVw,EFgg,RTtu,YYyY,IjJj,jJjj,BcDD,tuUu,XYYy,UuUV,eEeE,eEFg,VVvV,EeEF,ppPP,pPPQ,NNOo,lMNN,VvVV,QrRR,hiIj,wwWX,ooOo,Fggh,PQrR,VwwW,Oopp,PPQr,WXYY,RRTt,oppP,kKLl,YyYz,DeEe,DDeE,ghiI,KLlM,UVVv,wWXY,VVww,iIjJ,OooO,cDDe,rRRT,uUuU,jkKL,TtuU,uUVV,MNNO"
3923,BBBcDEeeFFfffgHhhJJJJKkLlmMMNNnOOopQrRRtTuUWWXyYYy,"hJJJ,DEee,MNNn,tTuU,UWWX,fffg,opQr,eeFF,pQrR,Ffff,eFFf,RtTu,WWXy,RRtT,fgHh,ffgH,EeeF,JKkL,NnOO,uUWW,gHhh,KkLl,QrRR,JJJK,BBcD,kLlm,FFff,LlmM,NNnO,WXyY,cDEe,hhJJ,rRRt,yYYy,HhhJ,lmMM,BBBc,nOOo,JJJJ,TuUW,OOop,mMMN,BcDE,OopQ,MMNN,JJKk,XyYY"
3924,aaDdEfgiiKKkKlLmmNQqQrssTtvvvXxyZzz,"KKkK,Qrss,QqQr,KlLm,sTtv,Ttvv,yZzz,kKlL,qQrs,aaDd,fgii,DdEf,mmNQ,vvvX,mNQq,XxyZ,aDdE,lLmm,KkKl,rssT,tvvv,LmmN,vvXx,ssTt,iiKK,vXxy,dEfg,Efgi,NQqQ,iKKk,xyZz,giiK"
3925,AaDDEGgGHHIIJjjJkLLllmnNOpqRRRRvVvWxxXxXz,"LLll,vVvW,pqRR,AaDD,lmnN,RRvV,GHHI,jJkL,JkLL,XxXz,EGgG,VvWx,DEGg,NOpq,IIJj,jjJk,xXxX,HIIJ,HHII,RRRR,RRRv,DDEG,kLLl,IJjj,OpqR,WxxX,aDDE,nNOp,RvVv,GgGH,JjjJ,qRRR,mnNO,gGHH,xxXx,llmn,vWxx,Lllm"
3926,AaBDdddddeeFFFfghhIijKlLnnpPqqSsUVVvxxxXyzZ,"IijK,eeFF,BDdd,lLnn,nnpP,xXyz,ddde,fghh,dddd,sUVV,vxxx,hhIi,aBDd,deeF,Dddd,eFFF,FFFf,jKlL,qqSs,KlLn,PqqS,Vvxx,AaBD,ghhI,hIij,pPqq,UVVv,ijKl,Lnnp,VVvx,qSsU,Ffgh,npPq,SsUV,FFfg,xxxX,xxXy,XyzZ,ddee"
3927,aABBCcCDeEEEFGGHjjjkMnNoOPpPSSSSTWzZz,"NoOP,GGHj,aABB,jjjk,eEEE,PpPS,nNoO,oOPp,SSSS,SSST,OPpP,WzZz,SSTW,ABBC,STWz,cCDe,PSSS,jjkM,BCcC,BBCc,DeEE,kMnN,EEFG,EFGG,TWzZ,Hjjj,pPSS,FGGH,EEEF,GHjj,jkMn,CDeE,CcCD,MnNo"
3928,AAaAaBcDDEfGGgGhhIIIKKkkmmMMNnNNOopPQQrrrRrttTtUUUVwWWWwWwXxzZZ,"opPQ,MNnN,gGhh,wWWW,wXxz,UUUV,hhII,GhhI,AAaA,ttTt,xzZZ,BcDD,UUVw,rttT,tUUU,WwXx,IIIK,PQQr,NnNN,rRrt,NNOo,KKkk,aBcD,NOop,Rrtt,mmMM,wWwX,rrRr,nNNO,hIII,aAaB,GGgG,UVwW,EfGG,IKKk,QQrr,WWWw,TtUU,WWwW,DEfG,Qrrr,MMNn,Kkkm,XxzZ,AaBc,kkmm,kmmM,WwWw,mMMN,OopP,tTtU,cDDE,pPQQ,VwWW,fGGg,AaAa,IIKK,rrrR,GgGh,DDEf"
3929,ABCDeeffHiJjJjjJkllmOpQrsSsTTtUVvVWwXXYZz,"eeff,tUVv,XXYZ,sTTt,UVvV,HiJj,XYZz,kllm,Jkll,rsSs,jJjj,lmOp,jJkl,pQrs,wXXY,JjJj,QrsS,jjJk,ABCD,fHiJ,mOpQ,sSsT,SsTT,vVWw,VvVW,ffHi,BCDe,WwXX,JjjJ,TTtU,OpQr,CDee,effH,iJjJ,llmO,Deef,VWwX,TtUV"
3930,ABbBCccdDDefgGhhHHhIIjkkKKLLmNNPPpQrRSssSTttUuUuuVVWXxYYZzzZZZzz,"uUuu,LLmN,gGhh,IIjk,xYYZ,PPpQ,bBCc,ccdD,ZZZz,hhHH,pQrR,BbBC,GhhH,UuUu,fgGh,uuVV,WXxY,HHhI,jkkK,KLLm,ABbB,zzZZ,uVVW,efgG,YYZz,ZZzz,Cccd,dDDe,UuuV,ssST,tUuU,KKLL,LmNN,RSss,PpQr,zZZZ,hIIj,NPPp,STtt,ttUu,cdDD,mNNP,NNPP,ZzzZ,VVWX,kkKK,VWXx,Ijkk,hHHh,rRSs,sSTt,HhII,QrRS,SssS,XxYY,kKKL,TttU,YZzz,Defg,BCcc,DDef"
3931,aaaBCddDeEffGgghiiIijjKKklNNOopPstvvVWWxXXZ,"jKKk,aaaB,WxXX,WWxX,aBCd,gghi,eEff,ddDe,vvVW,lNNO,dDeE,tvvV,jjKK,KklN,aaBC,NNOo,stvv,NOop,hiiI,opPs,Iijj,Pstv,KKkl,ijjK,iiIi,vVWW,xXXZ,iIij,pPst,OopP,VWWx,EffG,klNN,CddD,BCdd,fGgg,Gggh,DeEf,ghii,ffGg"
3932,aAaabBccdDddDeeFfFhHiJJjJKkLlLLLLLMnNPqSSsSSTtUUVwWwWwWwZZz,"aAaa,ccdD,DeeF,fFhH,kLlL,dDee,bBcc,LLLL,ddDe,LLMn,nNPq,UUVw,jJKk,SSsS,cdDd,abBc,dDdd,LMnN,NPqS,wWwZ,iJJj,JKkL,aabB,LLLM,sSST,FhHi,wZZz,KkLl,Bccd,qSSs,JJjJ,eFfF,WwZZ,UVwW,tUUV,MnNP,lLLL,SsSS,Aaab,PqSS,TtUU,hHiJ,VwWw,SSTt,JjJK,WwWw,STtU,DddD,FfFh,LlLL,wWwW,eeFf,HiJJ"
3933,AbBccCCCDdEeghHHhHIiIJJJlllMmMNOOPPpPPqRrTTTtuUVVWXXXyYYYzzzZZ,"TTtu,CCCD,CDdE,dEeg,hHIi,mMNO,PPpP,yYYY,iIJJ,tuUV,XXXy,RrTT,rTTT,DdEe,bBcc,MNOO,HHhH,VWXX,AbBc,OOPP,lllM,zzZZ,lMmM,TTTt,YYYz,OPPp,TtuU,PqRr,Jlll,YYzz,Eegh,zzzZ,ccCC,PpPP,eghH,MmMN,PPqR,XXyY,cCCC,UVVW,WXXX,HIiI,NOOP,ghHH,llMm,IJJJ,BccC,JJll,VVWX,HhHI,hHHh,XyYY,CCDd,Yzzz,qRrT,IiIJ,pPPq,uUVV,JJJl"
3934,AAABbbDDffffgGIijjJlNnOPqQuvvWxyzZ,"fgGI,bDDf,vWxy,AAAB,fffg,bbDD,ffgG,gGIi,jJlN,JlNn,lNnO,GIij,BbbD,OPqQ,Wxyz,nOPq,Dfff,xyzZ,Iijj,uvvW,AABb,jjJl,Quvv,NnOP,ffff,vvWx,ABbb,PqQu,DDff,qQuv,ijjJ"
3935,AdeggGHHHHiIiIJjjkkknNnoPpPQQQSSTTuwWxxxXyYYZzzz,"xXyY,SSTT,nNno,eggG,QQQS,TuwW,YZzz,GHHH,degg,Wxxx,Zzzz,noPp,oPpP,QQSS,TTuw,iIJj,kknN,HHHH,knNn,STTu,YYZz,PpPQ,uwWx,jjkk,HHiI,HHHi,Adeg,jkkk,wWxx,IJjj,iIiI,PQQQ,QSST,HiIi,ggGH,XyYY,Jjjk,pPQQ,xxxX,gGHH,xxXy,kkkn,yYYZ,IiIJ,NnoP"
3936,aaacccdfGgggGhIijkkkKKNNoPQQRRTTVwXXxyYY,"oPQQ,aaac,TTVw,cccd,kKKN,PQQR,QRRT,Iijk,ijkk,KKNN,kkkK,Gggg,GhIi,accc,NoPQ,XXxy,xyYY,NNoP,VwXX,aacc,cdfG,jkkk,QQRR,gggG,hIij,dfGg,RTTV,kkKK,wXXx,gGhI,RRTT,TVwX,XxyY,fGgg,KNNo,ccdf,ggGh"
3937,aaBBbBBdDDDDeEEefFfGiJJjklLMmNnnNNNppPpPqRRrRRrSStTUvWwxxyzzZ,"PpPq,TUvW,lLMm,pPpP,BBdD,fFfG,FfGi,NNpp,PqRR,vWwx,Jjkl,xyzz,ppPp,eEEe,NnnN,rSSt,klLM,qRRr,RRrR,RrSS,BbBB,BBbB,tTUv,fGiJ,DDDD,SStT,iJJj,jklL,mNnn,UvWw,GiJJ,pPqR,aaBB,JJjk,EEef,NNNp,BdDD,LMmN,yzzZ,RrRR,RRrS,DeEE,DDeE,Wwxx,rRRr,xxyz,nNNN,bBBd,nnNN,MmNn,StTU,wxxy,aBBb,efFf,dDDD,EefF,DDDe,NppP"
3938,aAAbdDeFggGHHJjjLlLmNOooOopQSsSsTTuuvz,"GHHJ,oOop,TTuu,NOoo,HHJj,FggG,uuvz,opQS,LlLm,jLlL,sTTu,LmNO,mNOo,Tuuv,eFgg,SsSs,ooOo,sSsT,SsTT,AbdD,lLmN,aAAb,AAbd,jjLl,QSsS,bdDe,dDeF,ggGH,JjjL,OooO,pQSs,DeFg,OopQ,gGHH,HJjj"
3939,aBBDDdeffFgHijKkllNNnoSUUUUUwwXXyyY,"ffFg,BDDd,deff,XXyy,kllN,DDde,jKkl,NNno,UUUw,Kkll,llNN,XyyY,lNNn,UUww,wwXX,HijK,aBBD,effF,Ddef,gHij,ijKk,NnoS,FgHi,oSUU,SUUU,BBDD,UUUU,wXXy,fFgH,noSU,UwwX"
3940,AaaabbbBCdeEeeEffiiiiiJjJkkkLMmmnnoOOOoPpqrrrRRssSUuuxXxyYyZ,"kkLM,uuxX,yYyZ,OOoP,pqrr,jJkk,eEff,JjJk,eeEf,rrRR,Effi,iiJj,eEee,mmnn,Jkkk,iiiJ,nnoO,SUuu,sSUu,CdeE,mnno,ssSU,xyYy,abbb,rRRs,aaab,uxXx,bBCd,Aaaa,kLMm,iiii,bbbB,LMmm,bbBC,ffii,oPpq,kkkL,fiii,noOO,oOOO,qrrr,RRss,Mmmn,deEe,Ppqr,iJjJ,XxyY,EeeE,BCde,OoPp,aabb,Uuux,rrrR,xXxy,OOOo,RssS"
3941,AaBbcDDeEFfgggGggGIiIJJJjklLLlmmnnnooOOQQRRRTuVVwXxXXyzZ,"JJJj,OQQR,oOOQ,klLL,VwXx,GIiI,Jjkl,iIJJ,uVVw,lmmn,nnno,gGIi,AaBb,DeEF,LLlm,BbcD,nooO,mmnn,Ffgg,gGgg,jklL,fggg,xXXy,ggGg,EFfg,RTuV,JJjk,aBbc,QQRR,GggG,gggG,VVwX,wXxX,DDeE,IJJJ,XXyz,OOQQ,Llmm,QRRR,ggGI,bcDD,lLLl,mnnn,TuVV,cDDe,XxXX,nnoo,ooOO,XyzZ,RRTu,RRRT,IiIJ,eEFf"
